,action,cart_pos,pole_angle,cart_velocity,pole_ang_vel,reward
0,0.5600481033325195,0.007953590393492272,-0.001072162431305406,0.1772935721227541,-0.41730221801285927,0.9999355908675734
1,-0.8486282825469971,0.009335683809047441,-0.004154935838160716,-0.1070920725191099,0.25313826505665893,1.9998311723835718
2,1.155992031097412,0.012785611043209168,-0.012186264900935308,0.2783499722846387,-0.6436947859910005,2.9995191954815876
3,-1.433972954750061,0.014307313550146139,-0.015291826434365396,-0.2004724688486574,0.4721143652019745,3.9990806563048666
4,0.5052230358123779,0.009751390251954397,-0.0051172186639214514,-0.028173185219630886,0.04461698662156255,4.998959380766166
5,0.15587639808654785,0.009676554660608976,-0.005869054412421344,0.024252638901054977,-0.08060176492658166,5.998831299256371
6,-0.36908531188964844,0.008189499469575456,-0.003414605825278949,-0.09821732249149526,0.19987263502453542,6.998752571821867
7,0.4583120346069336,0.007344635867378565,-0.002770985272730939,0.05540130502959391,-0.1624777561580539,7.998690949786461
8,-0.7757682800292969,0.0043790649096688335,0.002838018905542755,-0.20286026546037644,0.43564257573583565,8.99866371922567
9,0.6967499256134033,0.0009563544699812083,0.009080324933395587,0.030750721491561064,-0.11455164428276304,9.998580352310901
10,-0.5067014694213867,-0.0012246297312101702,0.012683940872429623,-0.1392436799812528,0.2897709107054075,10.998417970236867
11,1.0789904594421387,0.00039505319429885936,0.00764591122000802,0.2190542927382179,-0.5311601345704038,11.998359354211455
12,-1.1610878705978394,0.0013326320766861106,0.005163669883852127,-0.1706999674974218,0.39358362363855004,12.998330914816535
13,1.3545656204223633,0.0035594356660811387,-0.0002700817958164112,0.2805263367516141,-0.6516830340379585,13.998318172290098
14,-1.3609766960144043,0.005625142636771455,-0.004524302100492107,-0.17549594204995184,0.4230372288762029,14.998266060750918
15,1.1362991333007812,0.006234265315281701,-0.00569195317920371,0.20459358565200883,-0.4691270929424489,15.998194796355902
16,-1.143293857574463,0.006750590899610221,-0.006358931419913651,-0.17738220912981567,0.42311654347101824,16.998108789869605
17,0.9616262912750244,0.006126619662982443,-0.004882869772753841,0.14497805480206294,-0.3383341121013061,17.998047411983894
18,-0.9450421333312988,0.005595300503718481,-0.00352000636297513,-0.17043208934625362,0.39643214268273164,18.99800371415137
19,0.9417204856872559,0.005106748410034251,-0.0027042738430826637,0.14484145580202915,-0.34507465481434824,19.99797032217503
20,-1.015927791595459,0.00409264268295622,-0.00046228509435528985,-0.1943639136492361,0.4465062304762634,20.99795335874339
21,1.0202245712280273,0.0031698342925935994,0.0011546671594869023,0.14695271013640243,-0.35409603838568654,21.9979419776377
22,-1.006721019744873,0.0022914132808739577,0.0029963555039699153,-0.18968682335191775,0.4354614678103138,22.99792774891657
23,1.2135310173034668,0.0028319797670158676,0.0012975195423220419,0.21528735314742692,-0.507502927129312,23.997918045250206
24,-1.1762099266052246,0.0035357329289200457,-0.0001844825497385079,-0.17863628293058934,0.42008831648390027,24.99790550980905
25,1.1979103088378906,0.004419067632281589,-0.002311872950442009,0.22139774705141177,-0.5137701313941211,25.997880636893775
26,-1.1963801383972168,0.005240086501627426,-0.003810304739147575,-0.17886399487338348,0.42536507516715866,26.997838659965026
27,1.072584629058838,0.0052895519339235765,-0.003892698818945257,0.18003421473906533,-0.41766691672040207,27.99779552750127
28,-1.087111473083496,0.00520107413012557,-0.003391137291892177,-0.1831535796955282,0.43093052533168374,28.99775697651703
29,1.0279626846313477,0.004782150667241498,-0.002563240474208762,0.16093971500807733,-0.3780155390038976,29.997727537350297
30,-1.0324854850769043,0.004296385001409589,-0.0013369350434651256,-0.1840030880315108,0.42825506399539937,30.997707291030906
31,1.0620341300964355,0.004065184536581149,-0.0010881928456746154,0.17114969920272566,-0.40408315922700716,31.99768958114192
32,-1.0893809795379639,0.0036021035273767978,3.875530665237159e-05,-0.19300517285474272,0.4486826016802905,32.997676604490124
33,1.155703067779541,0.003633884515352388,-0.00032958265798331207,0.19320274702459428,-0.45449249125682734,33.997663290748726
34,-1.1250667572021484,0.00380614481715555,-0.0005856353546970479,-0.18321707148509522,0.42923315035922205,34.997648461041585
35,1.1547050476074219,0.004221190788691839,-0.0017051148681534638,0.20259421078798748,-0.4727662987224243,35.9976277351732
36,-1.1440510749816895,0.004643077711404292,-0.0024080366208609613,-0.18009676903754399,0.42487836087289144,36.99760037836219
37,1.0961132049560547,0.004796585170448796,-0.0028381769151313192,0.18645024970394072,-0.4344076845147797,37.9975693158847
38,-1.1065521240234375,0.004830535077913309,-0.0026605905835259108,-0.18341592111013977,0.431170009582151,38.997538903073306
39,1.0618057250976562,0.0046246315518380645,-0.002326348672281207,0.17182371237258298,-0.4026855969407242,39.99751210395817
40,-1.0747579336166382,0.004288727462934594,-0.0013988437531224883,-0.1873359126803228,0.43745035959126394,40.99749175401107
41,1.0860652923583984,0.004085564646424448,-0.0011651389375822519,0.17585548063219864,-0.41376829031223483,41.99747370462385
42,-1.087423324584961,0.0038224062782545344,-0.0004444686484171255,-0.1877086503782503,0.43798740901139505,42.997458896281714
43,1.1443910598754883,0.003990234598650236,-0.0010637842156505607,0.1947269140912848,-0.45651802761953764,43.99744184267271
44,-1.127105712890625,0.004211215421841902,-0.001383915617139182,-0.18230254061770876,0.4280300412696372,44.99742219311494
45,1.120086669921875,0.004434169963043209,-0.0020366774957273253,0.19210575232336194,-0.4484923463052735,45.99739838319646
46,-1.116612195968628,0.0046234835844360484,-0.0022303862427988756,-0.18128174325095928,0.42648444415685005,46.997372031973214
