,action,cart_pos,pole_angle,cart_velocity,pole_ang_vel,reward,total_reward
0,-0.019947052001953125,0.007699114630120259,-0.0062853100955846215,-0.010685432687025879,0.003749864717192764,0.9999012185109146,0.9999012185109146
1,-0.006777524948120117,0.0072382670548174245,-0.0061455140111727,-0.012359344661768827,0.003272030680763477,0.9999098401475817,1.9998110586584963
2,-0.005599498748779297,0.006718034444305247,-0.006039314705149172,-0.013655189043811404,0.0020735436995135137,0.9999183946910972,2.9997294533495937
3,-0.007061958312988281,0.006135937322427652,-0.005954781818577107,-0.01545018074471813,0.0021663342073380324,0.9999268908466684,3.999656344196262
4,-0.006585597991943359,0.00548514828277283,-0.0058722743503212,-0.017090203216683288,0.001975890357757622,0.9999354295422705,4.9995917737385325
5,-0.006403446197509766,0.004769868410187695,-0.005798265483344127,-0.0186746478967346,0.0017403915848827167,0.9999436284727342,5.999535402211267
6,-0.006319761276245117,0.003991675852746024,-0.005733177432332779,-0.02023564784036827,0.00152779475940862,0.999951197200416,6.999486599411683
7,-0.006236553192138672,0.0031515267343232224,-0.005676320720522959,-0.02177231463595126,0.0013270571685264896,0.9999578472623206,7.999444446674004
8,-0.006162166595458984,0.0022503542222955153,-0.00562728910831745,-0.023286667250944262,0.0011348948569523162,0.9999632695231656,8.999407716197169
9,-0.0060999393463134766,0.001288987329684349,-0.005585743080001443,-0.024781888336578118,0.0009511979848512705,0.9999671379859081,9.999374854183078
10,-0.0060482025146484375,0.0002681382928794436,-0.005551365570780701,-0.02626063510368193,0.0007749621217369198,0.9999691104421554,10.999343964625233
11,-0.005523681640625,-0.0008083728689273709,-0.0055312965713384355,-0.02756528726966964,0.00023801306348513146,0.9999687512915447,11.999312715916778
12,-0.005784034729003906,-0.001938826907375937,-0.005527755464962711,-0.028957094832865488,-5.80853215845289e-05,0.9999656848697428,12.99927840078652
13,-0.006009578704833984,-0.0031264055053259942,-0.0055323483096086186,-0.030421079952112073,-0.00017284359449125402,0.9999596187107974,13.999238019497318
14,-0.006005525588989258,-0.004372422881538059,-0.005541780384256241,-0.03187896079388086,-0.0003008244446014337,0.9999501705883177,14.999188190085635
15,-0.006001472473144531,-0.005676625918830305,-0.0055566759594210605,-0.03333028454574658,-0.00044685492208393124,0.9999368992704596,15.999125089356093
16,-0.006033658981323242,-0.007038983661507148,-0.005577303985647378,-0.03478657677506669,-0.0005886523390857793,0.9999193463892647,16.999044435745358
17,-0.005332231521606445,-0.008454800994608418,-0.005614906665858354,-0.036003803320910056,-0.0012910978224277884,0.9998969891632753,17.998941424908633
18,-0.006049633026123047,-0.00992399979835364,-0.005669759131621889,-0.03745448984351031,-0.0014620477960598367,0.9998693680593917,18.998810792968026
19,-0.006268978118896484,-0.0114524852354425,-0.00572936728609999,-0.03896787469609191,-0.00153128275468527,0.9998360149324329,19.99864680790046
20,-0.006300926208496094,-0.013041491179307444,-0.00579279158905649,-0.04048051036399912,-0.0016529081123599853,0.9997963630734258,20.998443170973886
21,-0.006375312805175781,-0.014691267809002161,-0.005861498198199681,-0.0420063277329809,-0.0017961757181471976,0.9997498094890367,21.99819298046292
22,-0.00649714469909668,-0.016402647801152137,-0.0059357218432675085,-0.043560543505099504,-0.001930022977658603,0.9996957203513107,22.997888700814233
23,-0.00661778450012207,-0.018176743592451004,-0.006015249269444891,-0.04514199799873897,-0.0020624756616370384,0.9996334227686008,23.997522123582833
24,-0.006747722625732422,-0.02001469256450366,-0.006100011729203056,-0.04675308199696197,-0.002192883747742157,0.999562201938452,24.997084325521286
25,-0.006888866424560547,-0.021917740334727612,-0.006189884755229288,-0.048396815300969426,-0.0023191208960659663,0.9994812979853365,25.996565623506623
26,-0.007033348083496094,-0.023887200795556486,-0.0062847799633154984,-0.05007360045623931,-0.0024450407490338214,0.9993899031789655,26.995955526685588
27,-0.00718379020690918,-0.02592442203541586,-0.006384715926985065,-0.05178473912394805,-0.0025721911149523486,0.9992871597446614,27.99524268643025
28,-0.007531166076660156,-0.028032074620955708,-0.006486837656935963,-0.0535948834783462,-0.0025568154144495815,0.9991721237296578,28.994414810159906
29,-0.007928848266601562,-0.03021442430586852,-0.0065849183628541785,-0.05551938624902786,-0.002371772020748814,0.9990437274140195,29.993458537573925
30,-0.007723331451416016,-0.03247201361746782,-0.006681577431865892,-0.05735732662923137,-0.0024813652973914926,0.998900924854649,30.992359462428574
31,-0.007779359817504883,-0.03480316514418726,-0.006784161484608172,-0.05919748222197064,-0.002668163516973681,0.9987427148488972,31.991102177277472
32,-0.008216142654418945,-0.037210496182834576,-0.006889949584079862,-0.06116589385096941,-0.0026452014496644144,0.9985679075685561,32.989670084846026
33,-0.008954048156738281,-0.03970109838061345,-0.006986285620033939,-0.06336054334776774,-0.0021996704030948183,0.9983750146006082,33.98804509944664
34,-0.009057044982910156,-0.04227975218715643,-0.007066371777447448,-0.06556887863517617,-0.001828486658814033,0.9981624889448956,34.98620758839153
35,-0.00852060317993164,-0.044942796638559386,-0.007142534354493124,-0.06758096572012474,-0.001995201900338064,0.9979291292333,35.98413671762483
36,-0.008430719375610352,-0.047685440537776166,-0.007228623897870148,-0.0695488965719881,-0.0023245618970193873,0.9976738457572613,36.98181056338209
37,-0.008776187896728516,-0.05050881403523423,-0.007324476206952976,-0.07161698295244211,-0.0024876571919633383,0.9973952117530479,37.979205775135135
38,-0.009119987487792969,-0.053416862944415146,-0.007423920866354006,-0.07378235496935429,-0.002506960727861878,0.9970915241521476,38.97629729928728
39,-0.00922250747680664,-0.05641184136601598,-0.0075251946120260624,-0.07596348319233451,-0.002578788450970012,0.9967610755997466,39.97305837488703
40,-0.009292840957641602,-0.059494166718899684,-0.007630871435233288,-0.07814971348591997,-0.0027269690573578395,0.9964022139275627,40.96946058881459
41,-0.009453773498535156,-0.06266464482434696,-0.0077426202697732545,-0.08037099471001537,-0.002883531377957786,0.9960131941203966,41.965473782934986
42,-0.009669780731201172,-0.06592502899573666,-0.007860066862276116,-0.0826448422211919,-0.003013420269793453,0.9955921099008319,42.96106589283582
43,-0.009879589080810547,-0.06927736093618965,-0.007982414593284453,-0.08496824296514029,-0.0031298113946800895,0.9951369283189778,43.9562028211548
44,-0.010365962982177734,-0.07272544639109253,-0.008105013692092973,-0.0874321503393863,-0.003029148749356443,0.9946453182002674,44.95084813935507
45,-0.010442733764648438,-0.07627214430459012,-0.008225778045756678,-0.08989904094942666,-0.003036259831363244,0.9941148965787217,45.94496303593379
46,-0.010881900787353516,-0.07992000188890731,-0.008343271593885298,-0.09248989762821964,-0.0028674903328041955,0.9935431831171877,46.93850621905098
47,-0.00969076156616211,-0.08366311060002558,-0.008475672785488612,-0.09466294478771171,-0.0037696279260818963,0.9929286468955612,47.93143486594654
48,-0.009471416473388672,-0.0874913483026222,-0.008649812492392559,-0.09674596544768178,-0.004958742910451945,0.9922704447160356,48.92370531066258
49,-0.01085209846496582,-0.09141170383838229,-0.008853184579939218,-0.09926684967468785,-0.005249749772973439,0.9915655215241573,49.915270832186735
