episode,average_reward
5,1.723790168762207
10,2.449885129928589
15,3.5606188774108887
20,2.474348306655884
25,3.4236435890197754
30,6.542287349700928
35,2.60367751121521
40,4.042902946472168
45,6.959813594818115
50,4.149177551269531
55,5.311411380767822
60,3.475649356842041
65,3.6139214038848877
70,3.660344362258911
75,4.221202850341797
80,4.962918281555176
85,3.221508741378784
90,6.0335211753845215
95,4.991697788238525
100,4.0951666831970215
105,5.8605756759643555
110,4.800230026245117
115,5.981138706207275
120,3.9787063598632812
125,7.026476860046387
130,3.276766300201416
135,4.298979759216309
140,10.109972953796387
145,4.182455062866211
150,4.257148742675781
155,2.9212734699249268
160,4.355988502502441
165,2.804957866668701
170,5.621431827545166
175,5.031091213226318
180,5.183857440948486
185,3.2847983837127686
190,4.778953552246094
195,5.920023441314697
200,2.1532206535339355
205,3.964024782180786
210,5.6725664138793945
215,5.432530403137207
220,3.4190025329589844
225,2.7274532318115234
230,4.000603675842285
235,7.8900275230407715
240,2.821559190750122
245,5.797451972961426
250,5.442960262298584
255,2.4696807861328125
260,1.7946860790252686
265,3.8037796020507812
270,6.517149448394775
275,2.2586114406585693
280,3.120063543319702
285,3.869305372238159
290,4.502847671508789
295,4.324434280395508
300,2.5297677516937256
305,4.521270275115967
310,6.39949893951416
315,5.599526882171631
320,5.141234397888184
325,5.146326065063477
330,4.740022659301758
335,5.176758766174316
340,3.3598647117614746
345,3.827620029449463
350,3.033529758453369
355,3.039942979812622
360,4.188357353210449
365,4.844464302062988
370,4.609910011291504
375,5.948294162750244
380,2.7972123622894287
385,4.200324058532715
390,3.2100861072540283
395,3.833120346069336
400,3.549168348312378
405,3.2530136108398438
410,5.801213264465332
415,5.1089019775390625
420,5.054312705993652
425,6.696667671203613
430,5.284791946411133
435,5.369953155517578
440,3.7680468559265137
445,5.375325679779053
450,3.6317715644836426
455,5.575448036193848
460,4.106900691986084
465,6.096303462982178
470,3.1641902923583984
475,4.0980634689331055
480,3.5070290565490723
485,6.322774887084961
490,3.831486463546753
495,4.658685207366943
500,4.0866193771362305
505,3.864945888519287
510,3.726977586746216
515,4.232516288757324
520,4.805552959442139
525,3.8247904777526855
530,5.133219242095947
535,5.67818021774292
540,3.0278289318084717
545,5.1281867027282715
550,2.040102481842041
555,2.9916939735412598
560,4.930666923522949
565,5.37428092956543
570,5.730659008026123
575,5.352783203125
580,4.849204063415527
585,4.006105899810791
590,4.010443210601807
595,3.437121868133545
600,10.945361137390137
605,2.731388807296753
610,5.581681728363037
615,3.8583595752716064
620,2.9179885387420654
625,4.690555572509766
630,5.339235782623291
635,6.093231201171875
640,6.279541015625
645,5.349387168884277
650,8.374571800231934
655,2.6402130126953125
660,4.604671478271484
665,5.941835403442383
670,5.763315677642822
675,4.447193622589111
680,3.524554491043091
685,5.852965354919434
690,3.640673875808716
695,6.344630718231201
700,7.095340728759766
705,8.37675666809082
710,4.850892543792725
715,3.921159029006958
720,5.745392799377441
725,9.536962509155273
730,4.7106242179870605
735,5.307526588439941
740,7.012931823730469
745,5.033709526062012
750,8.455964088439941
755,5.866339683532715
760,5.263023853302002
765,5.756716728210449
770,5.930400848388672
775,5.524835109710693
780,7.602156639099121
785,3.467461347579956
790,5.562324047088623
795,6.1846842765808105
800,8.675190925598145
805,4.23392391204834
810,5.594323635101318
815,6.440527439117432
820,5.89393949508667
825,9.867042541503906
830,10.693313598632812
835,5.840171813964844
840,5.314391136169434
845,2.5918045043945312
850,8.715973854064941
855,4.360125541687012
860,9.344442367553711
865,10.353582382202148
870,6.503298282623291
875,7.7524566650390625
880,8.596904754638672
885,6.943268775939941
890,5.81370210647583
895,4.436211585998535
900,5.00504207611084
905,4.303583145141602
910,7.243927001953125
915,7.584298610687256
920,8.034292221069336
925,8.162477493286133
930,6.441441535949707
935,6.290017127990723
940,5.933041572570801
945,9.417326927185059
950,7.456664085388184
955,8.116853713989258
960,9.858926773071289
965,7.4410858154296875
970,8.612732887268066
975,12.119646072387695
980,13.536806106567383
985,8.964877128601074
990,4.503888130187988
995,6.471756935119629
1000,9.89135456085205
1005,5.103766918182373
1010,5.992917537689209
1015,12.902368545532227
1020,9.566205978393555
1025,9.649397850036621
1030,9.641494750976562
1035,11.354101181030273
1040,8.063212394714355
1045,4.946739196777344
1050,9.508695602416992
1055,11.850193977355957
1060,7.316267967224121
1065,10.858553886413574
1070,5.903576850891113
1075,7.033708095550537
1080,12.171358108520508
1085,9.350374221801758
1090,4.764384746551514
1095,8.409708023071289
1100,4.400374889373779
1105,6.810044765472412
1110,9.16247844696045
1115,9.130186080932617
1120,6.929832458496094
1125,9.311662673950195
1130,9.844117164611816
1135,10.262781143188477
1140,13.164311408996582
1145,7.7835540771484375
1150,8.971254348754883
1155,8.556224822998047
1160,6.146775722503662
1165,6.910974025726318
1170,7.385918617248535
1175,11.280596733093262
1180,7.5854387283325195
1185,12.464244842529297
1190,12.335577964782715
1195,9.97538948059082
1200,13.197547912597656
1205,10.783117294311523
1210,12.444021224975586
1215,8.206090927124023
1220,19.654327392578125
1225,8.829436302185059
1230,13.374412536621094
1235,13.722711563110352
1240,9.432799339294434
1245,13.992655754089355
1250,6.445931911468506
1255,12.060147285461426
1260,11.905343055725098
1265,10.646262168884277
1270,9.854253768920898
1275,10.103310585021973
1280,8.145906448364258
1285,15.640914916992188
1290,12.669817924499512
1295,8.759320259094238
1300,12.622334480285645
1305,10.57050895690918
1310,10.168042182922363
1315,10.020448684692383
1320,4.737820625305176
1325,14.355244636535645
1330,7.5032830238342285
1335,4.732121467590332
1340,11.486659049987793
1345,8.599945068359375
1350,12.601404190063477
1355,10.518385887145996
1360,17.802637100219727
1365,17.99808120727539
1370,12.324697494506836
1375,12.858357429504395
1380,12.609960556030273
1385,14.002789497375488
1390,9.626686096191406
1395,13.125055313110352
1400,8.36153507232666
1405,8.014284133911133
1410,19.94266700744629
1415,5.465977668762207
1420,19.106563568115234
1425,13.143963813781738
1430,13.978719711303711
1435,16.103792190551758
1440,30.852676391601562
1445,26.875865936279297
1450,20.86141586303711
1455,22.664859771728516
1460,15.77391529083252
1465,22.499370574951172
1470,17.712535858154297
1475,16.98354148864746
1480,28.670080184936523
1485,15.18218994140625
1490,22.741641998291016
1495,15.347323417663574
1500,20.921520233154297
1505,14.496427536010742
1510,21.955778121948242
1515,13.2537841796875
1520,16.2919864654541
1525,18.31528663635254
1530,17.99160385131836
1535,11.423731803894043
1540,15.090899467468262
1545,20.76388168334961
1550,12.211523056030273
1555,33.11013412475586
1560,17.17664337158203
1565,26.80398941040039
1570,28.642765045166016
1575,22.37286949157715
1580,28.771026611328125
1585,22.920948028564453
1590,22.39832878112793
1595,15.712678909301758
1600,21.126422882080078
1605,14.204702377319336
1610,23.889598846435547
1615,15.548761367797852
1620,20.445674896240234
1625,12.86083984375
1630,26.76531410217285
1635,25.02400779724121
1640,18.996910095214844
1645,30.595752716064453
1650,21.598262786865234
1655,21.837453842163086
1660,25.824682235717773
1665,24.440563201904297
1670,30.00392723083496
1675,39.475189208984375
1680,40.19498825073242
1685,27.074172973632812
1690,36.22054672241211
1695,28.344491958618164
1700,34.075775146484375
1705,25.025981903076172
1710,43.82123565673828
1715,26.73318862915039
1720,33.2391471862793
1725,29.426132202148438
1730,17.982044219970703
1735,28.27813720703125
1740,38.08380889892578
1745,38.29525375366211
1750,25.276151657104492
1755,35.92982864379883
1760,42.778106689453125
1765,38.789710998535156
1770,52.11511993408203
1775,38.153221130371094
1780,25.999454498291016
1785,42.10926055908203
1790,40.586021423339844
1795,48.42052459716797
1800,50.94794464111328
1805,54.85729217529297
1810,41.344810485839844
1815,32.00094985961914
1820,61.63349151611328
1825,62.79411697387695
1830,43.19112014770508
1835,64.53401947021484
1840,46.723419189453125
1845,54.592193603515625
1850,66.27350616455078
1855,36.71425247192383
1860,49.11876678466797
1865,71.51283264160156
1870,54.38555908203125
1875,63.629737854003906
1880,53.905174255371094
1885,64.96052551269531
1890,52.697547912597656
1895,53.86214065551758
1900,47.611080169677734
1905,61.61982345581055
1910,53.926719665527344
1915,48.49968719482422
1920,52.82042694091797
1925,62.1385498046875
1930,63.83612060546875
1935,83.26619720458984
1940,65.39773559570312
1945,74.61546325683594
1950,54.0452880859375
1955,64.35608673095703
1960,57.03351593017578
1965,67.36292266845703
1970,69.31565856933594
1975,55.97172927856445
1980,64.16775512695312
1985,75.34397888183594
1990,75.31731414794922
1995,58.014869689941406
2000,65.12725830078125
2005,74.7348861694336
2010,63.787071228027344
2015,60.03108596801758
2020,86.63436126708984
2025,97.16923522949219
2030,61.18678665161133
2035,98.14476013183594
2040,86.15615844726562
2045,79.04277038574219
2050,71.48213195800781
2055,88.5418472290039
2060,58.57646560668945
2065,109.23112487792969
2070,75.28532409667969
2075,69.85943603515625
2080,63.546470642089844
2085,95.03655242919922
2090,64.84158325195312
2095,61.107879638671875
2100,64.36820983886719
2105,69.19859313964844
2110,80.18058776855469
2115,86.6762924194336
2120,85.96451568603516
2125,75.51713562011719
2130,95.72753143310547
2135,89.85108947753906
2140,87.96965026855469
2145,81.48622131347656
2150,73.44374084472656
2155,79.8652572631836
2160,111.5318374633789
2165,94.78974914550781
2170,82.09249877929688
2175,89.22614288330078
2180,87.43464660644531
2185,83.36168670654297
2190,70.49495697021484
2195,108.08418273925781
2200,75.93846130371094
2205,80.35306549072266
2210,77.99760437011719
2215,88.59720611572266
2220,66.3329849243164
2225,75.87092590332031
2230,64.83880615234375
2235,88.88092041015625
2240,83.7497329711914
2245,93.54283142089844
2250,66.22935485839844
2255,81.21199035644531
2260,72.36161804199219
2265,83.16773986816406
2270,94.51499938964844
2275,73.56326293945312
2280,117.65679931640625
2285,90.30384063720703
2290,82.22731018066406
2295,89.3792953491211
2300,82.14640808105469
2305,87.7931900024414
2310,106.18709564208984
2315,101.11143493652344
2320,79.10635375976562
2325,70.48575592041016
2330,64.17059326171875
2335,90.01473236083984
2340,82.70704650878906
2345,88.94212341308594
