episode,average_reward
5,2.971770763397217
10,3.7666592597961426
15,5.133423805236816
20,7.144911766052246
25,5.940536975860596
30,6.52963399887085
35,6.16109561920166
40,8.486164093017578
45,5.15587854385376
50,10.883275985717773
55,3.7717437744140625
60,4.551412582397461
65,5.742103576660156
70,3.974691867828369
75,5.342230319976807
80,6.708580017089844
85,6.735590934753418
90,7.125969886779785
95,4.759551048278809
100,5.953620910644531
105,6.548635005950928
110,6.926836967468262
115,5.745340824127197
120,4.552125930786133
125,4.349283695220947
130,5.7487473487854
135,4.754042625427246
140,8.738940238952637
145,6.335507869720459
150,4.562328338623047
155,5.361433982849121
160,4.571408271789551
165,5.9333977699279785
170,5.367644309997559
175,7.321234226226807
180,8.33601188659668
185,6.545252799987793
190,4.361610412597656
195,5.157267093658447
200,6.5197248458862305
205,4.966861724853516
210,5.161407470703125
215,3.973965883255005
220,5.349638938903809
225,8.363611221313477
230,4.150572299957275
235,3.7692909240722656
240,4.946534156799316
245,7.917828559875488
250,8.14431381225586
255,7.519003868103027
260,5.360518932342529
265,6.309890270233154
270,3.5754971504211426
275,5.564064979553223
280,6.558165073394775
285,5.745678901672363
290,5.557028770446777
295,4.937694549560547
300,10.03363037109375
305,6.939890384674072
310,4.755677700042725
315,4.353693962097168
320,5.157853126525879
325,5.538453102111816
330,5.573034763336182
335,6.553169250488281
340,5.758023262023926
345,7.337835788726807
350,6.941924095153809
355,5.5591206550598145
360,7.140833854675293
365,5.961289882659912
370,8.898488998413086
375,7.702877044677734
380,4.773011684417725
385,4.377779960632324
390,7.5068464279174805
395,7.333672523498535
400,8.134611129760742
405,6.135581016540527
410,4.748610496520996
415,7.729394435882568
420,4.359769821166992
425,3.9690239429473877
430,7.922616481781006
435,4.946547031402588
440,5.334780216217041
445,4.573846817016602
450,5.16280460357666
455,5.552097320556641
460,7.124162197113037
465,9.337695121765137
470,5.154444694519043
475,4.167604923248291
480,6.73178243637085
485,5.157083988189697
490,6.148128986358643
495,4.757127285003662
500,6.32555627822876
505,3.970402479171753
510,9.302094459533691
515,7.317470550537109
520,8.910501480102539
525,4.171508312225342
530,3.5679383277893066
535,6.533675193786621
540,4.752983570098877
545,4.765322685241699
550,5.559704780578613
555,5.9291300773620605
560,9.142449378967285
565,7.9113006591796875
570,6.923362731933594
575,4.948938369750977
580,3.774949312210083
585,5.5537309646606445
590,6.357649803161621
595,6.747920036315918
600,5.352596759796143
605,6.121661186218262
610,5.362361431121826
615,5.349377155303955
620,3.9595043659210205
625,4.555910110473633
630,5.5471649169921875
635,4.556396961212158
640,5.343493461608887
645,5.363949775695801
650,5.537952899932861
655,5.344064235687256
660,6.3201470375061035
665,6.522042751312256
670,7.548649787902832
675,6.146140098571777
680,7.349359035491943
685,4.958592414855957
690,5.3413405418396
695,7.113827705383301
700,7.325158596038818
705,6.160545349121094
710,6.9319748878479
715,5.155616760253906
720,7.691291809082031
725,6.332056999206543
730,8.743066787719727
735,7.1364922523498535
740,4.363980293273926
745,5.748154640197754
750,6.15309476852417
755,8.653237342834473
760,6.144305229187012
765,8.903998374938965
770,7.1522321701049805
775,4.958016395568848
780,6.553872108459473
785,6.346844673156738
790,4.565299034118652
795,9.939563751220703
800,7.709251403808594
805,5.929655075073242
810,8.719093322753906
815,7.108975410461426
820,5.144376277923584
825,4.957930088043213
830,5.347680568695068
835,10.074249267578125
840,8.732767105102539
845,4.151379585266113
850,11.685075759887695
855,9.712967872619629
860,5.53481912612915
865,11.47004508972168
870,6.1580610275268555
875,12.579377174377441
880,6.913858890533447
885,7.552638053894043
890,5.740356922149658
895,10.330841064453125
900,5.931842803955078
905,8.32274055480957
910,7.327154636383057
915,8.123250007629395
920,4.550641059875488
925,7.947735786437988
930,7.322223663330078
935,5.338418483734131
940,8.43693733215332
945,4.55913782119751
950,15.004074096679688
955,9.307596206665039
960,8.525167465209961
965,9.536574363708496
970,9.909199714660645
975,7.525647163391113
980,7.307401180267334
985,11.449007034301758
990,3.5664074420928955
995,4.96978759765625
1000,8.672694206237793
1005,11.283095359802246
1010,5.356910705566406
1015,6.129508018493652
1020,6.9297075271606445
1025,11.107399940490723
1030,11.685766220092773
1035,12.534297943115234
1040,6.753294467926025
1045,9.459157943725586
1050,9.491268157958984
1055,7.1210432052612305
1060,15.825555801391602
1065,6.333914756774902
1070,8.925291061401367
1075,12.658462524414062
1080,5.33263635635376
1085,8.692712783813477
1090,7.344293117523193
1095,5.5439019203186035
1100,9.12695026397705
1105,10.862527847290039
1110,4.750016212463379
1115,5.344710350036621
1120,8.454267501831055
1125,9.492807388305664
1130,15.821645736694336
1135,9.28962230682373
1140,14.540003776550293
1145,13.519647598266602
1150,9.292675971984863
1155,8.736420631408691
1160,7.932142734527588
1165,12.043801307678223
1170,15.79662036895752
1175,12.450124740600586
1180,15.613718032836914
1185,14.015474319458008
1190,14.724774360656738
1195,15.149429321289062
1200,12.696295738220215
1205,10.012153625488281
1210,8.511151313781738
1215,8.858331680297852
1220,8.493699073791504
1225,8.134539604187012
1230,9.126955032348633
1235,12.21202278137207
1240,11.433545112609863
1245,18.050268173217773
1250,10.114805221557617
1255,9.716403007507324
1260,16.0097599029541
1265,10.508987426757812
1270,14.063278198242188
1275,8.924607276916504
